ni,nc,method,par,true_value,value,se
1e3,50,J,x,-0.5,0.9186928043210878,0.19874514761613682
100,10,N,x,-0.5,0.33318371075810427,0.03724142618011683
500,10,N,x,-0.5,6.925784486566551,0.11830538912909105
1e3,10,N,x,-0.5,-2.651536901945346,0.08522386406548321
100,25,N,x,-0.5,-1.6551873718238796,0.0661215930012986
500,25,N,x,-0.5,2.7107371351359,0.14178774825995788
1e3,25,N,x,-0.5,-2.0575280607099113,0.05304790672380477
100,50,N,x,-0.5,-4.015766032637803,0.18009465764043853
500,50,N,x,-0.5,0.8873226026901211,0.18606896686833352
1e3,50,N,x,-0.5,-5.850173962358368,0.001116045517846942
100,10,G,f,-0.5,0.2884648378666852,0.07085742062190548
500,10,G,f,-0.5,-5.600462265068532,0.020330989209469408
1e3,10,G,f,-0.5,-0.7457881825721177,0.03765238757478073
100,25,G,f,-0.5,-3.015555303055727,0.01511797698913142
500,25,G,f,-0.5,-0.7070050921694511,0.19274294516071677
1e3,25,G,f,-0.5,0.8057018336552555,0.06996133871143684
100,50,G,f,-0.5,2.683903245287101,0.15503850270761177
500,50,G,f,-0.5,-2.3408853899969806,0.2213718049461022
1e3,50,G,f,-0.5,-2.947560737878456,0.19111507013440132
100,10,J,f,-0.5,-7.055748469174434,0.0674164769006893
500,10,J,f,-0.5,-7.215671102588995,0.06943540356587619
1e3,10,J,f,-0.5,-8.452436893127297,0.20925651711877435
100,25,J,f,-0.5,-2.206623997492132,0.0839558249572292
500,25,J,f,-0.5,1.139023039232015,0.17001446860376745
1e3,25,J,f,-0.5,8.19267665587456,0.08931504091015086
100,50,J,f,-0.5,2.5822019947673285,0.23327088623773307
500,50,J,f,-0.5,-2.4105845304107696,0.05707742425147444
1e3,50,J,f,-0.5,3.7648009207634843,0.20193075691349804
100,10,N,f,-0.5,-2.802896147887667,0.013830314157530665
500,10,N,f,-0.5,1.137231759527467,0.1282312988769263
1e3,10,N,f,-0.5,-5.618262126971903,0.0986003740108572
100,25,N,f,-0.5,-1.1286387954735324,0.10626215249067172
500,25,N,f,-0.5,1.8791675385207474,0.06184126721927896
1e3,25,N,f,-0.5,-4.940489566588931,0.24467302998527884
100,50,N,f,-0.5,-1.4440371144043302,0.04075539769837633
500,50,N,f,-0.5,0.9730836110419177,0.10860181617317721
1e3,50,N,f,-0.5,0.31745467793323123,0.24049949698382989
100,10,G,v,-0.5,-3.0016978141875397,0.10406736133154482
500,10,G,v,-0.5,-4.962593843080421,0.03927931847283617
1e3,10,G,v,-0.5,-1.5690376703575681,0.05089987983228639
100,25,G,v,-0.5,-1.9213424597521203,0.04437292617512867
500,25,G,v,-0.5,-4.445807537144958,0.21115232136799023
1e3,25,G,v,-0.5,4.069485505056667,0.2042870837613009
100,50,G,v,-0.5,0.800428979105172,0.11825101147405803
500,50,G,v,-0.5,-6.708255324105219,0.13729740254348144
1e3,50,G,v,-0.5,0.7069798893327335,0.1925236897659488
100,10,J,v,-0.5,-7.101602999720963,0.19542985688894987
500,10,J,v,-0.5,-3.9181812417323494,0.09833836450707167
1e3,10,J,v,-0.5,2.562848384013723,0.10721816902514547
100,25,J,v,-0.5,3.4547188485569333,0.11969845171552151
500,25,J,v,-0.5,-5.5549378437818095,0.18628678150707856
1e3,25,J,v,-0.5,-1.1144740621571125,0.08921647252282128
100,50,J,v,-0.5,-2.319839742594369,0.03777638921746984
500,50,J,v,-0.5,-3.398010573837308,0.10262890555895865
1e3,50,J,v,-0.5,2.1726004977021836,0.19583165814401582
100,10,N,v,-0.5,-4.629676466146125,0.1234265390667133
500,10,N,v,-0.5,5.871574507185509,0.22256327117793262
1e3,10,N,v,-0.5,1.6722628944373263,0.2156447641318664
100,25,N,v,-0.5,0.07498701009616648,0.20079932949738577
500,25,N,v,-0.5,1.540407386624941,0.040118672826793045
1e3,25,N,v,-0.5,-2.043127002594416,0.2043456724495627
100,50,N,v,-0.5,-2.262019675077493,0.1653685558703728
500,50,N,v,-0.5,4.969990181001407,0.13345882360590622
1e3,50,N,v,-0.5,-6.157446189426076,0.04997676139464602
100,10,G,z,-0.5,-5.510170276051852,0.03961081895977259
500,10,G,z,-0.5,4.590691677547175,0.0730833113193512
1e3,10,G,z,-0.5,-0.4277869649842421,0.23326788214035332
100,25,G,z,-0.5,-4.630697113431315,0.1465610942686908
500,25,G,z,-0.5,-0.6421838800923053,0.21090713469311595
1e3,25,G,z,-0.5,1.3660004617556705,0.10416357568465173
100,50,G,z,-0.5,-2.724313395679678,0.2167184777208604
500,50,G,z,-0.5,-4.106757998210733,0.004993152164388448
1e3,50,G,z,-0.5,-5.133061808815155,0.020886605081614107
100,10,J,z,-0.5,-2.5737110307878965,0.01949267549207434
500,10,J,z,-0.5,2.6673547616628364,0.09904379706131294
1e3,10,J,z,-0.5,-4.707404973398196,0.05539164459332824
100,25,J,z,-0.5,-2.1929467274365835,0.18281754135387018
500,25,J,z,-0.5,-4.076075658822143,0.10825492459116504
1e3,25,J,z,-0.5,-3.5849015349836932,0.09272240340942517
100,50,J,z,-0.5,1.888047802269945,0.10097473824862391
500,50,J,z,-0.5,-1.9391602278394273,0.039829329936765134
1e3,50,J,z,-0.5,-0.22570384665686222,0.0013088515843264759
100,10,N,z,-0.5,-3.9839960499489258,0.18460756418062374
500,10,N,z,-0.5,-1.2000189787376696,0.19092308060498908
1e3,10,N,z,-0.5,4.4318487795396475,0.21472382155479863
100,25,N,z,-0.5,3.081940350200082,0.1857016560388729
500,25,N,z,-0.5,3.4475918468371343,0.09212675178423524
1e3,25,N,z,-0.5,0.23947334346253601,0.18015891080722213
100,50,N,z,-0.5,-2.7284511013017587,0.15133774076821283
500,50,N,z,-0.5,-6.545663471333379,0.08244467462645844
1e3,50,N,z,-0.5,-1.0271942116641046,0.1858247781638056
100,10,G,o,-0.5,-3.6139188896957495,0.19865933113032952
500,10,G,o,-0.5,-4.015208332405944,0.039238760247826576
1e3,10,G,o,-0.5,3.386863751451442,0.08119071810506284
100,25,G,o,-0.5,0.6488635916735526,0.17598812747746706
500,25,G,o,-0.5,-1.4449726419974407,0.21589326177490875
1e3,25,G,o,-0.5,5.02447012932889,0.060731115634553134
100,50,G,o,-0.5,-0.4816680808067482,0.06724192737601697
500,50,G,o,-0.5,-0.6791240511971105,0.19623780774418265
1e3,50,G,o,-0.5,-4.035875084606644,0.025396481796633452
100,10,J,o,-0.5,-0.225621921863766,0.08352490403922275
500,10,J,o,-0.5,-1.139079377224765,0.12973801157204434
1e3,10,J,o,-0.5,-4.259091368512699,0.07213848503306508
100,25,J,o,-0.5,0.7758076737121882,0.13705406582448632
500,25,J,o,-0.5,-4.242335579337464,0.02005486481357366
1e3,25,J,o,-0.5,-3.0584604369675175,0.23179679812164977
100,50,J,o,-0.5,3.7257394827976382,0.14581127965357155
500,50,J,o,-0.5,-0.2917150853891062,0.13189794507343322
1e3,50,J,o,-0.5,2.1249774417446368,0.10298652906203642
100,10,N,o,-0.5,-2.2936218763501994,0.08710361394332722
500,10,N,o,-0.5,2.9082106768668563,0.052642618131358176
1e3,10,N,o,-0.5,-1.0310731028650864,0.1005573931033723
100,25,N,o,-0.5,0.8490394671856509,0.20233011565869674
500,25,N,o,-0.5,2.1124176315615593,0.07082679937593639
1e3,25,N,o,-0.5,1.3523974174476334,0.08333409193437546
100,50,N,o,-0.5,-0.6105744969405709,0.15011906414292753
500,50,N,o,-0.5,-0.8086541598667543,0.052621706563513726
1e3,50,N,o,-0.5,-0.21936362719142533,0.08252756739966571
100,10,G,x,0,-1.8093366545727934,0
500,10,G,x,0,2.09816830284434,0
1e3,10,G,x,0,-1.8790784431755998,0
100,25,G,x,0,-0.29810188329951454,0
500,25,G,x,0,2.9964396063231717,0
1e3,25,G,x,0,2.339932344566704,0
100,50,G,x,0,2.163776156901087,0
500,50,G,x,0,1.935315622097323,0
1e3,50,G,x,0,-1.1535145352257277,0
100,10,J,x,0,-0.33147243743032334,0
500,10,J,x,0,2.5855962856522203,0
1e3,10,J,x,0,-0.6906558951408784,0
100,25,J,x,0,-2.78370296913771,0
500,25,J,x,0,2.458956933762631,0
1e3,25,J,x,0,1.6901717337284645,0
100,50,J,x,0,-4.091219111121618,0
500,50,J,x,0,-1.0781988322891831,0
1e3,50,J,x,0,-2.6205605286976166,0
100,10,N,x,0,2.7120205827454726,0
500,10,N,x,0,2.1644819575797225,0
1e3,10,N,x,0,3.626266047900897,0
100,25,N,x,0,-0.5498022945885935,0
500,25,N,x,0,0.19213119781302646,0
1e3,25,N,x,0,-2.821567151737463,0
100,50,N,x,0,-1.1649255655026136,0
500,50,N,x,0,0.9614295601326851,0
1e3,50,N,x,0,2.7803749740687116,0
100,10,G,f,0,2.838512146311045,0
500,10,G,f,0,0.5451974793080132,0
1e3,10,G,f,0,-3.383713651122265,0
100,25,G,f,0,0.18418028747703427,0
500,25,G,f,0,-1.9214044874714686,0
1e3,25,G,f,0,-3.105891747550575,0
100,50,G,f,0,-2.9584145708609215,0
500,50,G,f,0,1.4851376222826256,0
1e3,50,G,f,0,0.5483477772733203,0
100,10,J,f,0,0.11663274790265445,0
500,10,J,f,0,0.5583252918766196,0
1e3,10,J,f,0,1.8237580962410755,0
100,25,J,f,0,-1.7095463546169323,0
500,25,J,f,0,-1.7246496032691012,0
1e3,25,J,f,0,-0.5264430512031003,0
100,50,J,f,0,-1.8203354761177184,0
500,50,J,f,0,1.6362770681446404,0
1e3,50,J,f,0,0.19594512486805948,0
100,10,N,f,0,-0.5222801645178385,0
500,10,N,f,0,-3.9606297804914807,0
1e3,10,N,f,0,-0.6144522458943591,0
100,25,N,f,0,0.3148487973728042,0
500,25,N,f,0,-1.7102911657012265,0
1e3,25,N,f,0,-0.18384218880605802,0
100,50,N,f,0,-0.21100579101155192,0
500,50,N,f,0,-1.7918455767201145,0
1e3,50,N,f,0,-0.24244408826755526,0
100,10,G,v,0,0.8008812091190847,0
500,10,G,v,0,-0.8565000024264797,0
1e3,10,G,v,0,1.2058970311649964,0
100,25,G,v,0,0.12787954570524207,0
500,25,G,v,0,2.5882406949743277,0
1e3,25,G,v,0,-1.5930963591871874,0
100,50,G,v,0,-0.6455209726709511,0
500,50,G,v,0,-2.409515957267032,0
1e3,50,G,v,0,1.8120353693370195,0
100,10,J,v,0,-2.2423270834828184,0
500,10,J,v,0,0.10393720129890831,0
1e3,10,J,v,0,-0.6327505140209834,0
100,25,J,v,0,-1.6480156305819853,0
500,25,J,v,0,-0.8227794997466525,0
1e3,25,J,v,0,-3.0107881221344157,0
100,50,J,v,0,2.185306992828179,0
500,50,J,v,0,-2.5756897007671595,0
1e3,50,J,v,0,1.9966996796347487,0
100,10,N,v,0,2.731965546488014,0
500,10,N,v,0,1.8457337009347643,0
1e3,10,N,v,0,-1.1663262426393297,0
100,25,N,v,0,1.7034371986243553,0
500,25,N,v,0,-3.2956580807784173,0
1e3,25,N,v,0,-1.4373964222444766,0
100,50,N,v,0,-0.11840227811769043,0
500,50,N,v,0,4.7325353606405915,0
1e3,50,N,v,0,0.21573050287847798,0
100,10,G,z,0,-0.5751878492114487,0
500,10,G,z,0,-1.1711463639071227,0
1e3,10,G,z,0,-1.2870778774368283,0
100,25,G,z,0,1.2811988415943958,0
500,25,G,z,0,-0.8547575997064198,0
1e3,25,G,z,0,0.3648659367156925,0
100,50,G,z,0,1.0150822060791889,0
500,50,G,z,0,-0.28778420334875715,0
1e3,50,G,z,0,-1.7750908555582126,0
100,10,J,z,0,-0.05657331895399851,0
500,10,J,z,0,-1.327066610664801,0
1e3,10,J,z,0,-1.876188540372807,0
100,25,J,z,0,1.664494361844353,0
500,25,J,z,0,-0.14124601381314733,0
1e3,25,J,z,0,-1.5198635616003395,0
100,50,J,z,0,0.2704385630975501,0
500,50,J,z,0,3.8124720456079024,0
1e3,50,J,z,0,-7.511024114724832,0
100,10,N,z,0,-0.9253820396651204,0
500,10,N,z,0,3.753480207884503,0
1e3,10,N,z,0,1.1068449871874002,0
100,25,N,z,0,0.36691748250194023,0
500,25,N,z,0,-0.8181892125980046,0
1e3,25,N,z,0,3.0136771566385403,0
100,50,N,z,0,-1.0360979487300823,0
500,50,N,z,0,-3.589086042229493,0
1e3,50,N,z,0,-0.16766078504797033,0
100,10,G,o,0,-0.02107553738708673,0
500,10,G,o,0,1.09448085321068,0
1e3,10,G,o,0,2.4307407533529126,0
100,25,G,o,0,-1.8636770124674358,0
500,25,G,o,0,-1.0491045953597893,0
1e3,25,G,o,0,-0.012073005951802988,0
100,50,G,o,0,0.42381054606718693,0
500,50,G,o,0,-3.7545661192194077,0
1e3,50,G,o,0,-2.5988676043880297,0
100,10,J,o,0,0.774479156274369,0
500,10,J,o,0,-0.13041399053022204,0
1e3,10,J,o,0,2.573764559809429,0
100,25,J,o,0,-0.3160635109779661,0
500,25,J,o,0,-0.15413227524734213,0
1e3,25,J,o,0,-1.6763410507391847,0
100,50,J,o,0,-1.836977209568136,0
500,50,J,o,0,2.024466155667729,0
1e3,50,J,o,0,-2.042952794644608,0
100,10,N,o,0,-0.2670835958725592,0
500,10,N,o,0,-0.04971249692991813,0
1e3,10,N,o,0,0.6507135155801259,0
100,25,N,o,0,1.0562872892521575,0
500,25,N,o,0,-1.7778560906593521,0
1e3,25,N,o,0,1.6309818784647163,0
100,50,N,o,0,1.3617452573118687,0
500,50,N,o,0,2.8542234396589516,0
1e3,50,N,o,0,-0.23160008058058518,0
100,10,G,x,0.5,1.931765205133128,0.2481243122019805
500,10,G,x,0.5,2.508700512030216,0.05667528498452157
1e3,10,G,x,0.5,0.3692592806911814,0.06694615067681298
100,25,G,x,0.5,0.6602005958969176,0.134264680207707
500,25,G,x,0.5,-0.12463055603863749,0.08082702493993565
1e3,25,G,x,0.5,0.3960452768457893,0.21991580264875665
100,50,G,x,0.5,-1.1804153165444813,0.1498766839504242
500,50,G,x,0.5,0.7747759998254862,0.23632028931751847
1e3,50,G,x,0.5,-0.23206313169220516,0.07894286006921902
100,10,J,x,0.5,0.5250616066060099,0.08203370135743171
500,10,J,x,0.5,-0.49907320768515706,0.03491646790644154
1e3,10,J,x,0.5,-1.4503816875320554,0.17024610470980406
100,25,J,x,0.5,0.8090084587252871,0.03522385528776795
500,25,J,x,0.5,0.7368376890694696,0.24927073303842917
1e3,25,J,x,0.5,2.0486425758799793,0.008052971097640693
100,50,J,x,0.5,1.5537974320104637,0.03671111393487081
500,50,J,x,0.5,-0.3351478333037149,0.18535220855847
1e3,50,J,x,0.5,-1.258441276142504,0.22541738720610738
100,10,N,x,0.5,1.438250360320537,0.10674366436433047
500,10,N,x,0.5,3.493924783169406,0.21970279939705506
1e3,10,N,x,0.5,0.347426916702005,0.07623060257174075
100,25,N,x,0.5,0.3629180956267358,0.22963810508372262
500,25,N,x,0.5,2.7112913565496206,0.017638407414779067
1e3,25,N,x,0.5,-0.35084484094271307,0.1691234799218364
100,50,N,x,0.5,-1.1895873629671734,0.0484447794733569
500,50,N,x,0.5,-1.4694574189451155,0.1631975244381465
1e3,50,N,x,0.5,0.1259685312956102,0.15056839468888938
100,10,G,f,0.5,-0.3862092766093942,0.14121918845921755
500,10,G,f,0.5,1.7043466410894401,0.056809923029504716
1e3,10,G,f,0.5,-0.16765616506962455,0.14257531455950812
100,25,G,f,0.5,1.262522957352636,0.09893325757002458
500,25,G,f,0.5,-0.9474381982386333,0.167797269532457
1e3,25,G,f,0.5,1.5088550345202085,0.21343187236925587
100,50,G,f,0.5,0.050303916687322814,0.1792853928054683
500,50,G,f,0.5,2.6199084727195237,0.1155043410253711
1e3,50,G,f,0.5,2.1143430034344766,0.18337624397827312
100,10,J,f,0.5,4.1886784306581735,0.09910229861270636
500,10,J,f,0.5,-1.1026072167238075,0.20689030375797302
1e3,10,J,f,0.5,-0.12057519611824596,0.23328904149821028
100,25,J,f,0.5,-0.8854429740561749,0.11586811154847965
500,25,J,f,0.5,-0.643329013658259,0.17818142159376293
1e3,25,J,f,0.5,-1.6825491548434939,0.12527779256924987
100,50,J,f,0.5,-0.9191261125000147,0.20440439984668046
500,50,J,f,0.5,1.0309447097918452,0.09482666611438617
1e3,50,J,f,0.5,-0.9433252250045547,0.006827280391007662
100,10,N,f,0.5,3.3370303528121146,0.20333641092292964
500,10,N,f,0.5,3.1345821639810927,0.10877335135592148
1e3,10,N,f,0.5,2.182018098375434,0.1903200059896335
100,25,N,f,0.5,-0.29794877478815807,0.1596058852155693
500,25,N,f,0.5,0.2350708365728702,0.09725537383928895
1e3,25,N,f,0.5,0.04541831081637526,0.2199389195884578
100,50,N,f,0.5,2.8329059893844786,0.04717657039873302
500,50,N,f,0.5,1.9319744800291383,0.22959180054022
1e3,50,N,f,0.5,1.0352061647957478,0.05623051727889106
100,10,G,v,0.5,-0.11866235895337707,0.052616265951655805
500,10,G,v,0.5,-1.1957443557069887,0.10099460784113035
1e3,10,G,v,0.5,3.4961699801992956,0.2374458106351085
100,25,G,v,0.5,0.3549428474406867,0.030615158670116216
500,25,G,v,0.5,-0.22457180021069323,0.1755921061267145
1e3,25,G,v,0.5,-1.0511459298594399,0.18527298909612
100,50,G,v,0.5,0.8818504554751445,0.06925347220385447
500,50,G,v,0.5,-0.9670519544595604,0.16002379037672654
1e3,50,G,v,0.5,0.4471727402856965,0.017116101982537657
100,10,J,v,0.5,0.258780553844677,0.13116339355474338
500,10,J,v,0.5,2.1734085553208358,0.21688646409893408
1e3,10,J,v,0.5,0.8878124751813887,0.09522009658394381
100,25,J,v,0.5,0.9862081838339773,0.025321964116301388
500,25,J,v,0.5,0.9774505109661284,0.1771157251787372
1e3,25,J,v,0.5,4.8608219988005574e-4,0.21920082467840984
100,50,J,v,0.5,1.6809057188400065,0.1331663125893101
500,50,J,v,0.5,-1.38839685859471,0.08518123446265236
1e3,50,J,v,0.5,1.3286622140508348,0.150812410924118
100,10,N,v,0.5,-0.8209601605762855,0.15484146209200844
500,10,N,v,0.5,-1.04935287789802,0.2342409988050349
1e3,10,N,v,0.5,2.0539982851024137,0.11873468453995883
100,25,N,v,0.5,1.888292378492751,0.1738568973960355
500,25,N,v,0.5,2.2444680322048054,0.023061011917889118
1e3,25,N,v,0.5,0.6127726187489486,0.05658782948739827
100,50,N,v,0.5,2.9863546237960388,0.2335594961186871
500,50,N,v,0.5,0.5575246954765505,0.22403061616932973
1e3,50,N,v,0.5,2.4112343433884966,0.14959840453229845
100,10,G,z,0.5,0.8278339338597206,0.05576931609539315
500,10,G,z,0.5,1.0670518346317035,0.1733202180475928
1e3,10,G,z,0.5,-0.5216688898920936,0.12958649412030354
100,25,G,z,0.5,-1.2714661813730586,0.12836498470278457
500,25,G,z,0.5,1.5216145255198041,0.08957609697245061
1e3,25,G,z,0.5,0.15296457850794276,0.18343818769790232
100,50,G,z,0.5,-0.01240313899578227,0.21385698555968702
500,50,G,z,0.5,1.709207103421395,0.008589554927311838
1e3,50,G,z,0.5,-0.5771721237928642,0.039206741901580244
100,10,J,z,0.5,0.09888685677641273,0.02032525750109926
500,10,J,z,0.5,1.0980545746794523,0.15619228850118816
1e3,10,J,z,0.5,-0.2740007506801807,0.1893986794166267
100,25,J,z,0.5,3.0398258719901547,0.04648672969779
500,25,J,z,0.5,0.6525479829165522,0.12054426071699709
1e3,25,J,z,0.5,0.39205105507667953,0.12450788368005306
100,50,J,z,0.5,0.7004681641341818,0.16290906124049798
500,50,J,z,0.5,0.9152099992878416,0.21670283033745363
1e3,50,J,z,0.5,4.644575909910873,0.08712616638513282
100,10,N,z,0.5,1.5188089607540347,0.03029744466766715
500,10,N,z,0.5,-0.8020948267540655,0.016748852387536317
1e3,10,N,z,0.5,1.6810857776870667,0.19209223438519984
100,25,N,z,0.5,-1.7571395038148658,0.115887199586723
500,25,N,z,0.5,2.9136556945044827,0.2239599043969065
1e3,25,N,z,0.5,1.5158752449820119,0.09579954977380112
100,50,N,z,0.5,-0.27063967339747474,0.1328302799956873
500,50,N,z,0.5,-0.423752754991367,0.05590499867685139
1e3,50,N,z,0.5,1.0645590174609336,0.2152274630498141
100,10,G,o,0.5,-0.10028176679037537,0.19038181466748938
500,10,G,o,0.5,0.20572949911118116,0.18350566941080615
1e3,10,G,o,0.5,-0.9773702681539158,0.16798784612910822
100,25,G,o,0.5,0.9216629543648579,0.17021894367644563
500,25,G,o,0.5,1.1594883104991065,0.16026963636977598
1e3,25,G,o,0.5,-1.604530984706174,0.14173791493522003
100,50,G,o,0.5,1.6344610689886236,0.10707718081539497
500,50,G,o,0.5,3.738362973158132,0.15494593471521512
1e3,50,G,o,0.5,2.0425598119685855,0.021545680647250265
100,10,J,o,0.5,2.1746036505291158,0.24638665007660165
500,10,J,o,0.5,1.035685836796023,0.10866389202419668
1e3,10,J,o,0.5,-0.004680174602001763,0.09495890617836267
100,25,J,o,0.5,0.6098099236916563,0.005844514816999435
500,25,J,o,0.5,-0.20648058314128126,0.23878631589468569
1e3,25,J,o,0.5,2.037910437295703,0.14567230170359835
100,50,J,o,0.5,2.0216348172606144,0.05000958393793553
500,50,J,o,0.5,0.6165662809264505,0.22744435066124424
1e3,50,J,o,0.5,0.25597322362091407,0.0945242972811684
100,10,N,o,0.5,-2.569603533247805,0.1915976019226946
500,10,N,o,0.5,0.41389668663935497,0.17713792092399672
1e3,10,N,o,0.5,-1.2752983849751929,0.05814052210189402
100,25,N,o,0.5,-1.2654475351073877,0.014103588298894465
500,25,N,o,0.5,3.661547978660279,0.07343980058794841
1e3,25,N,o,0.5,1.0443222708299351,0.16192428016802296
100,50,N,o,0.5,-0.8415873948903432,0.1260461444617249
500,50,N,o,0.5,2.2638220264921793,0.08682703669182956
1e3,50,N,o,0.5,1.3624812389477636,0.04428070195717737
100,10,G,x,1,1.9000433695436305,0.10855934512801468
500,10,G,x,1,-0.23549560140347903,0.6501856995746493
1e3,10,G,x,1,-0.8285698170816644,0.981720850802958
100,25,G,x,1,0.6974849817100415,0.9277873365208507
500,25,G,x,1,0.8948325098770235,0.3491894854232669
1e3,25,G,x,1,-3.1762387713670783,0.7742344427388161
100,50,G,x,1,0.19122245689953943,0.24006827850826085
500,50,G,x,1,-1.0708367228229716,0.028781361179426312
1e3,50,G,x,1,3.153318324157467,0.9830282311886549
100,10,J,x,1,1.3375700532573875,0.28844368108548224
500,10,J,x,1,2.9524721568394043,0.8321321329567581
1e3,10,J,x,1,0.6751152857900944,0.940376513870433
100,25,J,x,1,0.18746831007007714,0.814601629273966
500,25,J,x,1,2.5902708610902945,0.507192347664386
1e3,25,J,x,1,0.7637305748019768,0.811913134297356
100,50,J,x,1,4.524534681568337,0.2367419598158449
500,50,J,x,1,0.7561113679481677,0.6992757788393646
1e3,50,J,x,1,3.2653204191782583,0.7171297438908368
100,10,N,x,1,2.0986754307707867,0.08417847822420299
500,10,N,x,1,2.91696683954858,0.008049724390730262
1e3,10,N,x,1,2.2340643240917175,0.5018889079801738
100,25,N,x,1,1.0442093736766747,0.9680174521636218
500,25,N,x,1,2.610331526474994,0.601856958353892
1e3,25,N,x,1,-0.62599977254323,0.8526966855861247
100,50,N,x,1,2.1524012162507575,0.7413367982953787
500,50,N,x,1,2.8427541691918066,0.9820534873288125
1e3,50,N,x,1,3.6500440070826428,0.5203709392808378
100,10,G,f,1,1.8432427371912574,0.8279875989537686
500,10,G,f,1,1.7566668991927537,0.9758828000631183
1e3,10,G,f,1,1.5374453627046147,0.7802335594315082
100,25,G,f,1,2.574459216589955,0.13371905870735645
500,25,G,f,1,0.35181832566529003,0.11685340711846948
1e3,25,G,f,1,5.307621015401918,0.8883608179166913
100,50,G,f,1,3.4887398159026937,0.028320333221927285
500,50,G,f,1,1.2214981148592372,0.9279366354458034
